"","gcomp","iptw","iptw.cov","tmle","tmle.cov"
"72",-0.0790450718423285,-0.200449016197808,0,-0.148567590811902,0
"73",-0.0333289401732775,0.209322660799739,1,0.0405587721946179,1
"74",0.063579414191237,0.0627312058347356,1,0.0530088111676667,1
"75",0.0854065162524238,-0.302388580155918,0,-0.254657943964833,0
"76",0.0884380384004697,-0.123472072121187,1,0.116294774743367,1
"77",0.0322292187731766,0.157130711149102,1,-0.0476479330971601,0
"78",0.0439260489575963,0.451200451857503,0,0.0598786639213124,1
"79",0.0968093494668927,0.109633602442725,1,0.350014972777862,0
"80",0.0169207072653603,0.272514505372927,1,0.0934581046297296,1
"81",-0.00716928310476245,-0.281742182173037,0,-0.322906283726508,0
"82",0.0556474034197311,0.507493580472134,0,0.344038507347964,0
"83",-0.107280106218182,-0.108837005703904,1,-0.0739627016564821,0
"84",0.00647161190667277,-0.158013820401387,0,-0.240287477839885,0
"85",0.102206084264613,-0.191130287942488,0,-0.244197872910773,0
"86",0.0640994450928906,0.0964066607755551,1,0.0231144549517728,1
"87",-0.0195717505699194,0.0308293487253393,1,-0.0385683767782416,1
"88",0.00666086394465232,-0.130588224711824,1,-0.026096970908504,1
"89",0.0902467767622113,0.137319297322433,1,0.201114358103886,0
"90",-0.0331964297031031,-0.115034425740734,1,-0.0912999280444215,0
"91",-0.0136494802859621,0.571078906452662,0,0.0343362599937344,1
"92",-0.0172044584214132,-0.146478122299499,0,0.066819436155182,1
"93",0.027149377784685,0.334139560105909,0,0.196825777725217,0
"94",0.0621216474973391,0.180556171093072,1,0.125662200329056,1
"95",-0.112492848066202,0.165928781353976,1,-0.102562966123895,0
"96",-0.0469949076538451,-0.108735648379197,1,-0.0488238503824004,0
"97",-0.0145326682143392,-0.250815350989778,0,-0.344278058477367,0
"98",0.00221923637047811,-0.00277818621397047,1,-0.0239092125864062,0
"99",-0.0086139438477599,-0.309272096533259,0,-0.344297927441836,0
"100",-0.00153956748078145,0.0814859325717476,1,-0.129889248186568,0
